,Date,SP500_Quarterly_Return
0,2020-12-31,0.121439
1,2020-09-30,0.089293
2,2020-06-30,0.20543499999999998
3,2020-03-31,-0.196019
4,2019-12-31,0.090627
5,2019-09-30,0.016984
6,2019-06-30,0.043038
7,2019-03-31,0.136479
8,2018-12-31,-0.135242
9,2018-09-30,0.07710700000000001
10,2018-06-30,0.034332999999999995
11,2018-03-31,-0.007613
12,2017-12-31,0.066372
13,2017-09-30,0.044802999999999996
14,2017-06-30,0.030881
15,2017-03-31,0.060660000000000006
16,2016-12-31,0.038175
17,2016-09-30,0.038518000000000004
18,2016-06-30,0.024555
19,2016-03-31,0.013475999999999998
20,2015-12-31,0.070327
21,2015-09-30,-0.06438200000000001
22,2015-06-30,0.002779
23,2015-03-31,0.009507999999999999
24,2014-12-31,0.049252
25,2014-09-30,0.011276999999999999
26,2014-06-30,0.052328
27,2014-03-31,0.018068
28,2013-12-31,0.10504400000000001
29,2013-09-30,0.05244
30,2013-06-30,0.029091000000000002
31,2013-03-31,0.106044
32,2012-12-31,-0.003814
33,2012-09-30,0.063529
34,2012-06-30,-0.02752
35,2012-03-31,0.125802
36,2011-12-31,0.11813
37,2011-09-30,-0.138691
38,2011-06-30,0.0009789999999999998
39,2011-03-31,0.059187000000000003
40,2010-12-31,0.10756199999999999
41,2010-09-30,0.11292999999999999
42,2010-06-30,-0.11426199999999999
43,2010-03-31,0.053849
44,2009-12-31,0.060329999999999995
45,2009-09-30,0.156025
46,2009-06-30,0.159229
47,2009-03-31,-0.11011300000000002
48,2008-12-31,-0.219442
49,2008-09-30,-0.083705
50,2008-06-30,-0.027272
51,2008-03-31,-0.094456
52,2007-12-31,-0.032573000000000005
53,2007-09-30,0.020293000000000002
54,2007-06-30,0.062766
55,2007-03-31,0.0063880000000000004
56,2006-12-31,0.066888
57,2006-09-30,0.056634000000000004
58,2006-06-30,-0.014437
59,2006-03-31,0.042061
60,2005-12-31,0.020829
61,2005-09-30,0.036048000000000004
62,2005-06-30,0.013688999999999998
63,2005-03-31,-0.021487
64,2004-12-31,0.092276
65,2004-09-30,-0.018688
66,2004-06-30,0.017209000000000002
67,2004-03-31,0.016919999999999998
68,2003-12-31,0.12169200000000001
69,2003-09-30,0.026416000000000002
70,2003-06-30,0.153896
71,2003-03-31,-0.031505
72,2002-12-31,0.084372
73,2002-09-30,-0.172779
74,2002-06-30,-0.133907
75,2002-03-31,0.002736
76,2001-12-31,0.106842
77,2001-09-30,-0.1468
78,2001-06-30,0.058508000000000004
79,2001-03-31,-0.11856099999999999
80,2000-12-31,-0.078251
81,2000-09-30,-0.009628
82,2000-06-30,-0.026576999999999996
83,2000-03-31,0.022927
84,1999-12-31,0.148764
85,1999-09-30,-0.06244299999999999
86,1999-06-30,0.070471
87,1999-03-31,0.049815
88,1998-12-31,0.212928
89,1998-09-30,-0.099483
90,1998-06-30,0.032956
91,1998-03-31,0.139471
92,1997-12-31,0.028692000000000002
93,1997-09-30,0.074817
94,1997-06-30,0.174549
95,1997-03-31,0.026792000000000003
96,1996-12-31,0.083307
97,1996-09-30,0.030895
98,1996-06-30,0.044761
99,1996-03-31,0.053591
100,1995-12-31,0.060123
101,1995-09-30,0.079439
102,1995-06-30,0.09543099999999999
103,1995-03-31,0.097361
104,1994-12-31,-0.000205
105,1994-09-30,0.048831
106,1994-06-30,0.004233
107,1994-03-31,-0.037904
108,1993-12-31,0.023153
109,1993-09-30,0.025786
110,1993-06-30,0.004822
111,1993-03-31,0.043675
112,1992-12-31,0.050329
113,1992-09-30,0.031526
114,1992-06-30,0.019088
115,1992-03-31,-0.025273
116,1991-12-31,0.083728
117,1991-09-30,0.053330999999999996
118,1991-06-30,-0.002367
119,1991-03-31,0.14513199999999998
120,1990-12-31,0.089474
121,1990-09-30,-0.13758299999999998
122,1990-06-30,0.062704
123,1990-03-31,-0.030182
